ID,Date,Description,Currency,Amount,Type,Tags,Account,Status,Memo,IOU
217735949,2024-12-05,Books,INR,-567,Expense,"_GIFTS / Books",AXISBANK,Cleared," "
217735948,2024-12-05,"Lenovo Ideapad Slim 3 Laptop - 8GB+500GB SSD",INR,-4665,Expense,"OneTime / Electronics",AXISBANK,Cleared," "
217735947,2024-12-05,"Redmi A3X 4GB+128GB",INR,-1340.57,Expense,"OneTime / Electronics",AXISBANK,Cleared," "
216200092,2024-12-05,"Google ONE 200GB",INR,-2100,Expense,"_EXCESS / Subscriptions",AXISBANK,Cleared," "
216159186,2024-12-05,"Bluehans Rent DEC 39k-15k",INR,-24000,Loan,"_LIVING / Rent&Home",AXISBANK,Cleared," ","BLUEHANS: 24,000.00"
216050036,2024-12-05,"Slice Loan Repay",INR,-5744.66,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 5,744.66"
216020055,2024-12-05,SCALER,INR,-11208.33,Settlement,"_OFFICIAL / Training",AXISBANK,Cleared," ","smriti.iit@gmail.com: 11,208.33"
215892595,2024-12-05,"Loan EMI 10154+6166+13935",INR,-30255,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 30,255.00"
215965136,2024-12-04,"mygate maint DEC water 334",INR,-4321.5,Expense,"_LIVING / Rent&Home",AXISBANK,Cleared," "
217495164,2024-12-03,"Swiggy Takeout",INR,-364,Expense,"_EXCESS / Takeout",AXISBANK,Cleared," "
217495163,2024-12-03,"Swiggy Instamart",INR,-3300,Expense,"_LIVING / Grocery",AXISBANK,Cleared," "
216074163,2024-12-03,"ACE 30@1355",INR,-42500,Transfer,"_EQUITIES / Sell",EQUITIES,Cleared," "
216074163,2024-12-03,"ACE 30@1355",INR,42500,Transfer,"_EQUITIES / Sell",AXISBANK,Cleared," "
215965135,2024-12-03,"staff maid",INR,-2500,Expense,"_LIVING / Bills / Househelp",AXISBANK,Cleared," "
216048458,2024-12-02,"Milk 24x 500ml",INR,-840,Expense,"_LIVING / Grocery",AXISBANK,Cleared," "
215892585,2024-12-02,"Loan IND Money EMI 8497+16134+9607YES",INR,-34238,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 34,238.00"
215892575,2024-12-02,"Sabya Expenses",INR,-9999,Loan,,AXISBANK,Cleared," ","BASAB: 9,999.00"
215965133,2024-12-01,"UPI Lite 1500+500+500",INR,-1500,Expense,"_LIVING / UPI",AXISBANK,Cleared," "
214923902,2024-11-30,"Beer x2",INR,-700,Expense,"_EXCESS / Whims",AXISBANK,Cleared," "
215863705,2024-11-27,"Boho Kormangala w DMD",INR,-1863,Expense,"_EXCESS / F&B",AXISBANK,Cleared," "
215578970,2024-11-27,"INDMONEY TOP UP Loan 82k",INR,82000,Loan,"_OFFICIAL / _BANK / INCOMING",AXISBANK,Cleared," ","ROCKET Fund: 82,000.00"
215243493,2024-11-27,"multiple +95k -25k",INR,-70000,Transfer,"_EQUITIES / Sell",EQUITIES,Cleared," "
215243493,2024-11-27,"multiple +95k -25k",INR,70000,Transfer,"_EQUITIES / Sell",AXISBANK,Cleared," "
215658812,2024-11-22,Truecaller,INR,-99,Expense,"_EXCESS / Subscriptions",AXISBANK,Cleared," "
215635333,2024-11-21,"Sabya Expenses",INR,-10000,Loan,,AXISBANK,Cleared," ","BASAB: 10,000.00"
215264991,2024-11-21,"Loan from Baba (via SBI)",INR,10500,Loan,"_INCOME / 01.SISO",AXISBANK,Cleared," ","Bijan B: 10,500.00"
215586551,2024-11-20,"Katla 600 chicken 300",INR,-1067,Expense,"_EXCESS / Gourmet",AXISBANK,Cleared," "
215562020,2024-11-20,"Electricity BESCOM",USD,-997,Expense,"_LIVING / Bills / Electricity",None,Cleared," "
215525555,2024-11-20,"UNICard Loan Repay",INR,-15000,Settlement,,AXISBANK,Cleared," ","ROCKET Fund: 15,000.00"
215231598,2024-11-20,"Electricity BESCOM (103u)",USD,997,Refund,"_LIVING / Bills / Electricity / Refund",None,Cleared," "
215522809,2024-11-18,"TheManCompany perfumes x3",INR,-469,Expense,"_LIVING / grooming",AXISBANK,Cleared," "
215522808,2024-11-18,"Swiggy Instamart",INR,-950,Expense,"_LIVING / Grocery",AXISBANK,Cleared," "
215522807,2024-11-18,"Swiggy Takeout",INR,-1881,Expense,"_EXCESS / Takeout",AXISBANK,Cleared," "
215470898,2024-11-17,"Katla fish 1.7kg",INR,-640,Expense,"_EXCESS / Gourmet",AXISBANK,Cleared," "
215065487,2024-11-16,"AIRTEL Broadband Recharge",INR,-1178.82,Expense,"_LIVING / Bills / Broadband",AXISBANK,Cleared," "
215863727,2024-11-14,"28NOV Petrol Activa",INR,-300,Expense,"_COMMUTE / bike",AXISBANK,Cleared," "
215684942,2024-11-14,"staff maid - cash",INR,-500,Expense,"_LIVING / Bills / Househelp",AXISBANK,Cleared," "
215684941,2024-11-14,"Cost of Living",INR,-1200,Expense,"_LIVING / UPI",AXISBANK,Cleared," "
215326961,2024-11-14,"codedamn.com PRO 12 months (currently 11999)",INR,-2999.75,Expense,"_OFFICIAL / Training",AXISBANK,Cleared," "
215271128,2024-11-12,"Niva Bupa IPO 53 @281",INR,-14800,Transfer,"_EQUITIES / Buy",YESBANK,Cleared," "
215271128,2024-11-12,"Niva Bupa IPO 53 @281",INR,14800,Transfer,"_EQUITIES / Buy",EQUITIES,Cleared," "
215206387,2024-11-12,"Swiggy + ACME Solar IPO",INR,-29559,Transfer,"_EQUITIES / Buy",AXISBANK,Cleared," "
215206387,2024-11-12,"Swiggy + ACME Solar IPO",INR,29559,Transfer,"_EQUITIES / Buy",EQUITIES,Cleared," "
215206300,2024-11-11,"Sagility IPO 53 @281",INR,-15000,Transfer,"_EQUITIES / Buy",AXISBANK,Cleared," "
215206300,2024-11-11,"Sagility IPO 53 @281",INR,15000,Transfer,"_EQUITIES / Buy",EQUITIES,Cleared," "
215206514,2024-11-10,"Dentist Expenses for Kitu 1500",INR,-1500,Expense,"_LIVING / Medical",AXISBANK,Cleared," "
214797146,2024-11-10,"Loan EMI 9740",INR,-9740,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 9,740.00"
214748637,2024-11-09,"nestaway rent NOV",INR,-24500,Expense,"_LIVING / Rent&Home",AXISBANK,Cleared," "
215084458,2024-11-08,"settled with Nakul 4040-1500",INR,-2540,Expense,"_TRIPS / Local / DEL-NCR",YESBANK,Cleared," "
214965837,2024-11-08,"Netflix 199 + Udemy 829",INR,-1028,Expense,"_OFFICIAL / Training",AXISBANK,Cleared," "
215065472,2024-11-07,"ALLIED 53@313",INR,-17723.17,Transfer,"_EQUITIES / Sell",EQUITIES,Cleared," "
215065472,2024-11-07,"ALLIED 53@313",INR,17723.17,Transfer,"_EQUITIES / Sell",AXISBANK,Cleared," "
214808518,2024-11-06,"Sabya Expenses 5.5k+10k",INR,-15500,Loan,,AXISBANK,Cleared," ","BASAB: 15,500.00"
216055441,2024-11-05,"Electricity Bill CESC SEP",INR,-250,Expense,"_LIVING / Bills / Electricity",AXISBANK,Cleared," "
216055440,2024-11-05,"Amazon Prime",INR,-1399,Expense,"_EXCESS / Subscriptions",AXISBANK,Cleared," "
216055439,2024-11-05,"stylus for android",INR,-279,Expense,"OneTime / Electronics",AXISBANK,Cleared," "
216055438,2024-11-05,"Redmi A3X 4GB+128GB",INR,-1387,Expense,"_GIFTS / Friends&Fam",AXISBANK,Cleared," "
216055437,2024-11-05,"Tommy Hilfiger Overnighter EMI x3",INR,-934.72,Expense,"HOMES / BLR Home",AXISBANK,Cleared," "
216055436,2024-11-05,"OnePlus Nord CE8 8GB+256GB EMI x9",INR,-2436,Expense,"OneTime / Electronics",AXISBANK,Cleared," "
214971868,2024-11-05,SCALER,INR,-11208.33,Settlement,"_OFFICIAL / Training",AXISBANK,Cleared," ","smriti.iit@gmail.com: 11,208.33"
214965859,2024-11-05,"Bluehans Rent NOV 39k-19k",INR,-20000,Loan,"_LIVING / Rent&Home",AXISBANK,Cleared," ","BLUEHANS: 20,000.00"
214797145,2024-11-05,"Loan EMI 10154+6166+13935",INR,-30255,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 30,255.00"
214329683,2024-11-05,"Slice Loan Repay",INR,-11060.41,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 11,060.41"
214780906,2024-11-04,"staff maid",INR,-2500,Expense,"_LIVING / Bills / Househelp",AXISBANK,Cleared," "
214748640,2024-11-04,"mygate maint NOV water 670",INR,-4657.5,Expense,"_LIVING / Rent&Home",AXISBANK,Cleared," "
215965061,2024-11-03,"Swiggy Instamart",INR,-1000,Expense,"_LIVING / Grocery",AXISBANK,Cleared," "
215965060,2024-11-03,"Swiggy Takeout",INR,-2082,Expense,"_EXCESS / Takeout",AXISBANK,Cleared," "
214780859,2024-11-02,"Simpl 12850",INR,-1010,Expense,"_LIVING / Grocery",AXISBANK,Cleared," "
214749061,2024-11-02,"Loan IND Money EMI 8497+16134+9607YES",INR,-34238,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 34,238.00"
215470909,2024-11-01,"Churroland w mddk",INR,-441,Expense,"_EXCESS / Whims",AXISBANK,Cleared," "
215470908,2024-11-01,"16NOV Petrol Activa",INR,-300,Expense,"_COMMUTE / bike",AXISBANK,Cleared," "
215316573,2024-11-01,"12NOV Singham Returns 18NOV Bhool Bhulaiya 3 FREE",INR,-240,Expense,"_EXCESS / Movies&Events",AXISBANK,Cleared," "
214950327,2024-11-01,"civic rubber stop. (Fastag 680) (NICE hosur rd to mysuru road 170) (NICE mysuru road to bannerghatta rd 110)",INR,-250,Expense,"_COMMUTE / Maintenance",AXISBANK,Cleared," "
214950326,2024-11-01,"Cost of Living",INR,-1269,Expense,"_LIVING / UPI",AXISBANK,Cleared," "
214511857,2024-10-28,"Dentist Expenses for Kitu 4000+5500",INR,-9500,Expense,"_MEDICAL / MCash",AXISBANK,Cleared," "
214473743,2024-10-27,"Ola Postpaid - airport taxi 260",INR,-265.09,Expense,"_TRIPS / Local / DEL-NCR",YESBANK,Cleared," "
214513289,2024-10-25,"Petrol Civic (odo 59850) @102",INR,-1500,Expense,"_COMMUTE / car",AXISBANK,Cleared," "
214510714,2024-10-23,"UNICard TOPUP Loan Proc Fees 3982",INR,75000,Loan,"_OFFICIAL / _BANK / INCOMING",AXISBANK,Cleared," ","ROCKET Fund: 75,000.00"
214365826,2024-10-22,Truecaller,INR,-99,Expense,"_EXCESS / Subscriptions",AXISBANK,Cleared," "
214439751,2024-10-21,"Petrol hyundai10 (odo 69375) @102",INR,-1000,Expense,"_COMMUTE / car",AXISBANK,Cleared," "
214439298,2024-10-21,"Petrol Activa",INR,-300,Expense,"_COMMUTE / bike",AXISBANK,Cleared," "
214439297,2024-10-21,"Beer x2",INR,-470,Expense,"_EXCESS / Whims",AXISBANK,Cleared," "
214439296,2024-10-21,food,INR,-730,Expense,"_LIVING / Food",AXISBANK,Cleared," "
214329675,2024-10-21,"UNICard Loan Repay +30k-47.7k",INR,-17755.76,Settlement,,AXISBANK,Cleared," ","ROCKET Fund: 17,755.76"
214372940,2024-10-20,"Electricity BESCOM",USD,-829,Expense,"_LIVING / Bills / Electricity",None,Cleared," "
214306842,2024-10-20,"Electricity BESCOM (76u)",USD,829,Refund,"_LIVING / Bills / Electricity / Refund",None,Cleared," "
214004956,2024-10-19,"Sabya Expenses",INR,-9000,Loan,,AXISBANK,Cleared," ","BASAB: 9,000.00"
214293700,2024-10-17,"AXIS >> YES",INR,-29999,Transfer,Transfer,AXISBANK,Cleared," "
214293700,2024-10-17,"AXIS >> YES",INR,29999,Transfer,Transfer,YESBANK,Cleared," "
214002734,2024-10-17,"16OCT✈️ DEL BLR 04h40",INR,-5999,Expense,"_TRIPS / Flights",YESBANK,Cleared," "
213407920,2024-10-17,"Bluehans Rent OCT",INR,-21799,Loan,"_LIVING / Rent&Home",AXISBANK,Cleared," ","BLUEHANS: 21,799.00"
214147400,2024-10-16,"Simpl 12850",INR,-1979,Expense,"_EXCESS / Takeout",AXISBANK,Cleared," "
213884435,2024-10-16,"AIRTEL Broadband Recharge",INR,-1178.82,Expense,"_LIVING / Bills / Broadband",AXISBANK,Cleared," "
214004953,2024-10-15,"Axis Bank TOP UP Loan 3.33L",INR,333826,Loan,"_OFFICIAL / _BANK / INCOMING",AXISBANK,Cleared," ","ROCKET Fund: 333,826.00"
214091735,2024-10-12,"Ola Postpaid - taxi 130 airport taxi 360",INR,-542.17,Expense,"_TRIPS / Local / DEL-NCR",YESBANK,Cleared," "
214002595,2024-10-10,"FCI Co-op Maintt (JASO)",INR,-2400,Expense,"HOMES / Kol Home",YESBANK,Cleared," "
213884448,2024-10-10,"Loan EMI 10809+9740",INR,-20549,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 20,549.00"
213884434,2024-10-08,"Netflix 199 + Udemy 829",INR,-1029,Expense,"_OFFICIAL / Training",AXISBANK,Cleared," "
214245329,2024-10-07,"Deyzor Homestay LEH 3N x1000",INR,-3000,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
214344322,2024-10-06,"haircut 100 + shaving 50",INR,-150,Expense,"_LIVING / grooming",AXISBANK,Cleared," "
214344321,2024-10-06,"Petrol Activa",INR,-300,Expense,"_COMMUTE / bike",AXISBANK,Cleared," "
214318093,2024-10-06,"Airport Bus",INR,-295,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
214318092,2024-10-06,"Cost of Living",INR,-755,Expense,"_LIVING / UPI",AXISBANK,Cleared," "
213884587,2024-10-06,"07OCT✈️ IXL DEL 11h30",INR,-7851,Expense,"_TRIPS / Flights",YESBANK,Cleared," "
213867507,2024-10-06,"Transfer from GROWW",INR,65.18,Refund,"Refund / Broker",AXISBANK,Cleared," "
213867461,2024-10-06,"Slice Loan Repay",INR,-10298.48,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 10,298.48"
213778598,2024-10-06,"nestaway rent OCT",INR,-24500,Expense,"_LIVING / Rent&Home",AXISBANK,Cleared," "
215912100,2024-10-05,"Electricity Bill CESC AUG",INR,-250,Expense,"_LIVING / Bills / Electricity",AXISBANK,Cleared," "
215912099,2024-10-05,"Redmi A3X 4GB+128GB",INR,-1387,Expense,"OneTime / Electronics",AXISBANK,Cleared," "
215912098,2024-10-05,"Tommy Hilfiger Overnighter EMI x3",INR,-976.32,Expense,"HOMES / BLR Home",AXISBANK,Cleared," "
215912097,2024-10-05,"OnePlus Nord CE8 8GB+256GB EMI x9",INR,-2450,Expense,"OneTime / Electronics",AXISBANK,Cleared," "
215912096,2024-10-05,"Ergonomic Chair + Installation",INR,-2428,Expense,"OneTime / Furniture",AXISBANK,Cleared," "
213858228,2024-10-05,"Drinks @IBEX Bar",INR,-1300,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213837295,2024-10-05,"Loan EMI 10154+6166",INR,-16320,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 16,320.00"
213837293,2024-10-05,SCALER,INR,-11208.33,Settlement,"_OFFICIAL / Training",AXISBANK,Cleared," ","smriti.iit@gmail.com: 11,208.33"
213837076,2024-10-05,"food &b",INR,-1430,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213837075,2024-10-05,"Remaining misc",INR,-960,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213837074,2024-10-05,"Nakuls share for Pangong Stay",INR,3000,Transfer,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213837073,2024-10-05,"Diskit Stay 2 nights | 1300x2 | Dinner | 300 | Breakfast | 150x2",INR,-3200,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213837072,2024-10-05,"Petrol for Himalayan | 1010+600 | 640kms",INR,-1610,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213827548,2024-10-04,"More Biking",INR,-2790,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213827529,2024-10-04,"Pangong Heights stay 2nights",INR,-6580,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213827522,2024-10-04,"mygate maint OCT water 902",INR,-4889.5,Expense,"_LIVING / Rent&Home",AXISBANK,Cleared," "
213828131,2024-10-03,"Sabya Expenses",INR,-10000,Loan,,AXISBANK,Cleared," ","BASAB: 10,000.00"
213290601,2024-10-03,"Loan from Baba",INR,8000,Loan,,AXISBANK,Cleared," ","Bijan B: 8,000.00"
213752788,2024-10-02,"Loan IND Money EMI 8497+16134+9607YES",INR,-34238,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 34,238.00"
213836664,2024-10-01,"Loan from Baba (via Nakul)",INR,10000,Loan,"_INCOME / 01.SISO",AXISBANK,Cleared," ","Bijan B: 10,000.00"
213752755,2024-10-01,"Axis Bank interest",INR,571,Income,"_OFFICIAL / _BANK / Interest",AXISBANK,Cleared," "
213752714,2024-10-01,"YES Bank interest",INR,190,Income,"_OFFICIAL / _BANK / Interest",YESBANK,Cleared," "
213827555,2024-09-30,"Biking 4days",INR,-5200,Expense,"_TRIPS / Local / DEL-NCR",YESBANK,Cleared," "
213281849,2024-09-30,"Loan from Baba",INR,200000,Loan,"_INCOME / 01.SISO",AXISBANK,Cleared," ","Bijan B: 200,000.00"
213827558,2024-09-29,"Ecology tax",INR,-520,Expense,"_TRIPS / Local / DEL-NCR",YESBANK,Cleared," "
213305212,2024-09-27,"i10 Maintenance and Servicing Charges",INR,-9000,Expense,"_COMMUTE / Maintenance",AXISBANK,Cleared," "
213431471,2024-09-26,"BLR IXL 28SEP 21h00",INR,-9275,Expense,"_TRIPS / Flights",AXISBANK,Cleared," "
213359163,2024-09-24,"DP TXN Charges + GST",INR,-590,Expense,"_EQUITIES / Dividend",YESBANK,Cleared," "
213289471,2024-09-23,"2024 SEP 471297+60848+18804",INR,-57949,Loan,"_EQUITIES / Notional",EQUITIES,Cleared," ","MARKET: 57,949.00"
213884565,2024-09-22,"food & travel",INR,-276,Expense,"_LIVING / Food",AXISBANK,Cleared," "
213884564,2024-09-22,"06OCT Dinner Leh Punjabi",INR,-250,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213884563,2024-09-22,"Swiggy Instamart - Simpl 12200",INR,-294,Expense,"_EXCESS / Takeout",AXISBANK,Cleared," "
213884562,2024-09-22,"28SEP airport bus",INR,-295,Expense,"_TRIPS / Local / DEL-NCR",AXISBANK,Cleared," "
213884561,2024-09-22,"Chicken Raw 1.7kg",INR,-385,Expense,"_LIVING / Grocery",AXISBANK,Cleared," "
213290591,2024-09-22,Truecaller,INR,-99,Expense,"_EXCESS / Subscriptions",AXISBANK,Cleared," "
213206811,2024-09-21,multi,INR,-7400,Transfer,"_EQUITIES / Sell",EQUITIES,Cleared," "
213206811,2024-09-21,multi,INR,7400,Transfer,"_EQUITIES / Sell",AXISBANK,Cleared," "
212901970,2024-09-21,"UNICard Loan Repay +30k-45k",INR,-15000,Settlement,,AXISBANK,Cleared," ","ROCKET Fund: 15,000.00"
213188023,2024-09-20,"Electricity BESCOM",USD,-1155,Expense,"_LIVING / Bills / Electricity",None,Cleared," "
212899880,2024-09-20,"Electricity BESCOM (160u)",USD,1155,Refund,"_LIVING / Bills / Electricity / Refund",None,Cleared," "
213257854,2024-09-17,food&b,INR,-250,Expense,"_TRIPS / Local / GOAAAA",AXISBANK,Cleared," "
213205828,2024-09-17,"staff maid advance",INR,-2000,Expense,"_LIVING / Bills / Househelp",AXISBANK,Cleared," "
213153261,2024-09-17,"Traffic Fine passenger no seat belt verna",INR,-1000,Expense,"_TRIPS / Local / GOAAAA",AXISBANK,Cleared," "
213153260,2024-09-17,"to Mithun",INR,-2500,Expense,"_TRIPS / Local / GOAAAA",AXISBANK,Cleared," "
212721526,2024-09-17,"Swiggy Takeout",INR,-646,Expense,"_EXCESS / Takeout",YESBANK,Cleared," "
212721525,2024-09-17,"Swiggy Instamart",INR,-3485,Expense,"_LIVING / Grocery",YESBANK,Cleared," "
215969408,2024-09-16,"Loan Goa Expenses",USD,40000,Loan,"_OFFICIAL / _BANK / Loans",None,Cleared," ","MITDHA: 40,000.00"
213040660,2024-09-15,"Home Appliances + Utensils",INR,-3422.82,Expense,"HOMES / BLR Home",AXISBANK,Cleared," "
212686881,2024-09-14,"AIRTEL Broadband Recharge",INR,-1178.82,Expense,"_LIVING / Bills / Broadband",YESBANK,Cleared," "
212976991,2024-09-13,"Kitu RCT Dentist",INR,-6000,Loan,"_MEDICAL,_MEDICAL / MCash",AXISBANK,Cleared," ","BASAB: 6,000.00"
212883762,2024-09-10,"ACH NACH 10SEP Action Cons",INR,120,Income,"_EQUITIES / Dividend",AXISBANK,Cleared," "
212810509,2024-09-10,"Loan EMI 10809+9740",INR,-20549,Settlement,"_OFFICIAL / _BANK / Loans",AXISBANK,Cleared," ","ROCKET Fund: 20,549.00"
212991599,2024-09-09,"14SEP SwiggyONE 4M",INR,-30,Expense,"_EXCESS / Takeout",AXISBANK,Cleared," "
212961592,2024-09-09,"12SEP Linkedin Workshop",INR,-299,Expense,"_OFFICIAL / Training",AXISBANK,Cleared," "
212902095,2024-09-09,"20SEP Electricity BESCOM (160u) 15176",INR,-274,Expense,"_LIVING / Bills / Electricity",AXISBANK,Cleared," "
212869429,2024-09-09,"GalaxyMart Grocery 635+528",INR,-1163,Expense,"_LIVING / Grocery",AXISBANK,Cleared," "
212842543,2024-09-09,"Petrol Activa",INR,-300,Expense,"_COMMUTE / bike",AXISBANK,Cleared," "
212842542,2024-09-09,"Cost of Living",INR,-627,Expense,"_LIVING / UPI",AXISBANK,Cleared," "
212700945,2024-09-08,"Netflix 199 + Udemy 829",INR,-1028,Expense,"_OFFICIAL / Training",AXISBANK,Cleared," "
